country,all,medicines,supplies,equipment,protective,year,type,order,Name-Original,Reporter,Code,Name,ISO-3A,iso3c,iso2c,name,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Malawi,0.079,0.0,0.204,0.0,0.0,2019,tariff_bcoverage,79.0,Malawi,454,454,Malawi,MWI,MWI,MW,Malawi,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Lilongwe,33.7703,-13.9899
Malaysia,0.11699999999999999,0.0,0.32,0.003,0.06,2019,tariff_applied,,,,,Malaysia,MYS,MYS,MY,Malaysia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Kuala Lumpur,101.684,3.12433
Malaysia,0.002029536519759983,0.0,0.000625,0.0002314814814814815,0.007674418604651163,2019,tariff_rta,,,,,Malaysia,MYS,MYS,MY,Malaysia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Kuala Lumpur,101.684,3.12433
Malaysia,9264163889.032871,206751986.278018,5330926017.5536,2026138685.0940502,1700347200.1072,2019,export,,,,,Malaysia,MYS,MYS,MY,Malaysia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Kuala Lumpur,101.684,3.12433
Malaysia,0.445,0.235,0.993,0.03,0.141,2019,tariff_bound,80.0,Malaysia,458,458,Malaysia,MYS,MYS,MY,Malaysia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Kuala Lumpur,101.684,3.12433
Malaysia,0.695,0.633,0.703,0.7190000000000001,0.711,2019,tariff_bcoverage,80.0,Malaysia,458,458,Malaysia,MYS,MYS,MY,Malaysia,East Asia & Pacific,East Asia & Pacific (excluding high income),Upper middle income,IBRD,Kuala Lumpur,101.684,3.12433
Maldives,0.069,0.0,0.09300000000000001,0.10300000000000001,0.099,2019,tariff_applied,,,,,Maldives,MDV,MDV,MV,Maldives,South Asia,South Asia,Upper middle income,IDA,Male,73.5109,4.1742
Maldives,0.33399999999999996,0.3,0.387,0.3,0.3,2019,tariff_bound,81.0,Maldives,462,462,Maldives,MDV,MDV,MV,Maldives,South Asia,South Asia,Upper middle income,IDA,Male,73.5109,4.1742
Maldives,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,81.0,Maldives,462,462,Maldives,MDV,MDV,MV,Maldives,South Asia,South Asia,Upper middle income,IDA,Male,73.5109,4.1742
Mali,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Mali,MLI,MLI,ML,Mali,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bamako,-7.50034,13.5667
Mali,0.249,,0.6,0.063,0.175,2019,tariff_bound,82.0,Mali,466,466,Mali,MLI,MLI,ML,Mali,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bamako,-7.50034,13.5667
Mali,0.075,0.0,0.065,0.08,0.25,2019,tariff_bcoverage,82.0,Mali,466,466,Mali,MLI,MLI,ML,Mali,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Bamako,-7.50034,13.5667
Mauritania,0.052000000000000005,0.0,0.055999999999999994,0.055999999999999994,0.127,2019,tariff_applied,,,,,Mauritania,MRT,MRT,MR,Mauritania,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Nouakchott,-15.9824,18.2367
Mauritania,0.22,,0.5,0.063,0.175,2019,tariff_bound,83.0,Mauritania,478,478,Mauritania,MRT,MRT,MR,Mauritania,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Nouakchott,-15.9824,18.2367
Mauritania,0.08800000000000001,0.0,0.065,0.12,0.25,2019,tariff_bcoverage,83.0,Mauritania,478,478,Mauritania,MRT,MRT,MR,Mauritania,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,IDA,Nouakchott,-15.9824,18.2367
Mauritius,0.006,0.0,0.006999999999999999,0.0,0.038,2019,tariff_applied,,,,,Mauritius,MUS,MUS,MU,Mauritius,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Port Louis,57.4977,-20.1605
Mauritius,0.0056775586701434165,0.0,0.005238359201773835,0.0,0.012890625,2019,tariff_rta,,,,,Mauritius,MUS,MUS,MU,Mauritius,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Port Louis,57.4977,-20.1605
Mauritius,79838150.06250499,30523198.413669,28388109.021475,16679666.415491,4247176.211870001,2019,export,,,,,Mauritius,MUS,MUS,MU,Mauritius,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Port Louis,57.4977,-20.1605
Mauritius,0.106,,0.813,0.0,,2019,tariff_bound,84.0,Mauritius,480,480,Mauritius,MUS,MUS,MU,Mauritius,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Port Louis,57.4977,-20.1605
Mauritius,0.26899999999999996,0.0,0.081,0.76,0.0,2019,tariff_bcoverage,84.0,Mauritius,480,480,Mauritius,MUS,MUS,MU,Mauritius,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Port Louis,57.4977,-20.1605
Mexico,0.046,0.055,0.051,0.023,0.081,2019,tariff_applied,,,,,Mexico,MEX,MEX,MX,Mexico,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Mexico City,-99.1276,19.427
Mexico,0.0006987237626234002,0.0006545181437267768,0.0012076467762620465,0.000751131221719457,0.00018801431127012523,2019,tariff_rta,,,,,Mexico,MEX,MEX,MX,Mexico,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Mexico City,-99.1276,19.427
Mexico,13012087148.0,1159885788.0,3765025798.0,5221755078.0,2865420484.0,2019,export,,,,,Mexico,MEX,MEX,MX,Mexico,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Mexico City,-99.1276,19.427
Mexico,0.345,0.35700000000000004,0.355,0.32899999999999996,0.331,2019,tariff_bound,85.0,Mexico,484,484,Mexico,MEX,MEX,MX,Mexico,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Mexico City,-99.1276,19.427
Mexico,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,85.0,Mexico,484,484,Mexico,MEX,MEX,MX,Mexico,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Mexico City,-99.1276,19.427
"Moldova, Republic of",0.021,0.0,0.027999999999999997,0.016,0.053,2019,tariff_applied,,,,,"Moldova, Republic of",MDA,MDA,MD,Moldova,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,Blend,Chisinau,28.8497,47.0167
"Moldova, Republic of",0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,"Moldova, Republic of",MDA,MDA,MD,Moldova,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,Blend,Chisinau,28.8497,47.0167
"Moldova, Republic of",0.024,0.0,0.038,0.013000000000000001,0.052000000000000005,2019,tariff_bound,86.0,"Moldova, Republic of",498,498,"Moldova, Republic of",MDA,MDA,MD,Moldova,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,Blend,Chisinau,28.8497,47.0167
"Moldova, Republic of",1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,86.0,"Moldova, Republic of",498,498,"Moldova, Republic of",MDA,MDA,MD,Moldova,Europe & Central Asia,Europe & Central Asia (excluding high income),Lower middle income,Blend,Chisinau,28.8497,47.0167
Mongolia,0.040999999999999995,0.05,0.047,0.022000000000000002,0.05,2019,tariff_applied,,,,,Mongolia,MNG,MNG,MN,Mongolia,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Ulaanbaatar,106.937,47.9129
Mongolia,0.004836956521739156,0.0,0.009939393939393939,0.0010800000000000002,0.009000000000000001,2019,tariff_rta,,,,,Mongolia,MNG,MNG,MN,Mongolia,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Ulaanbaatar,106.937,47.9129
Mongolia,0.11699999999999999,0.0,0.111,0.2,0.11599999999999999,2019,tariff_bound,87.0,Mongolia,496,496,Mongolia,MNG,MNG,MN,Mongolia,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Ulaanbaatar,106.937,47.9129
Mongolia,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,87.0,Mongolia,496,496,Mongolia,MNG,MNG,MN,Mongolia,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Ulaanbaatar,106.937,47.9129
Montenegro,0.008,0.0,0.012,0.0,0.043,2019,tariff_applied,,,,,Montenegro,MNE,MNE,ME,Montenegro,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Podgorica,19.2595,42.4602
Montenegro,0.0006385890108560888,0.0,0.0019791666666666664,0.0,0.0,2019,tariff_rta,,,,,Montenegro,MNE,MNE,ME,Montenegro,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Podgorica,19.2595,42.4602
Montenegro,25698972.2208,25311552.286000002,15625.744,249966.70909999998,121827.4817,2019,export,,,,,Montenegro,MNE,MNE,ME,Montenegro,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Podgorica,19.2595,42.4602
Montenegro,0.016,0.004,0.026000000000000002,0.0,0.049,2019,tariff_bound,88.0,Montenegro,893,893,Montenegro,MNE,MNE,ME,Montenegro,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Podgorica,19.2595,42.4602
Montenegro,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,88.0,Montenegro,893,893,Montenegro,MNE,MNE,ME,Montenegro,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Podgorica,19.2595,42.4602
Morocco,0.071,0.09,0.077,0.025,0.12300000000000001,2019,tariff_applied,,,,,Morocco,MAR,MAR,MA,Morocco,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Rabat,-6.8704,33.9905
Morocco,0.018378461538461538,0.0,0.02363414634146342,0.0003409090909090909,0.04231578947368421,2019,tariff_rta,,,,,Morocco,MAR,MAR,MA,Morocco,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Rabat,-6.8704,33.9905
Morocco,415544328.764023,101643482.211525,19118680.609256,11527060.796393,283255105.14684904,2019,export,,,,,Morocco,MAR,MAR,MA,Morocco,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Rabat,-6.8704,33.9905
Morocco,0.384,0.4,0.4,0.349,0.4,2019,tariff_bound,89.0,Morocco,504,504,Morocco,MAR,MAR,MA,Morocco,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Rabat,-6.8704,33.9905
Morocco,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,89.0,Morocco,504,504,Morocco,MAR,MAR,MA,Morocco,Middle East & North Africa,Middle East & North Africa (excluding high income),Lower middle income,IBRD,Rabat,-6.8704,33.9905
Mozambique,0.040999999999999995,0.0,0.043,0.055,0.128,2019,tariff_applied,,,,,Mozambique,MOZ,MOZ,MZ,Mozambique,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Maputo,32.5713,-25.9664
Mozambique,0.005,0.0,0.00234375,0.0019230769230769232,0.02727272727272727,2019,tariff_rta,,,,,Mozambique,MOZ,MOZ,MZ,Mozambique,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Maputo,32.5713,-25.9664
Mozambique,971726.7200000001,598.91,89116.48,729491.95,152519.38,2019,export,,,,,Mozambique,MOZ,MOZ,MZ,Mozambique,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Maputo,32.5713,-25.9664
Mozambique,1.0,,1.0,,,2019,tariff_bound,90.0,Mozambique,508,508,Mozambique,MOZ,MOZ,MZ,Mozambique,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Maputo,32.5713,-25.9664
Mozambique,0.025,0.0,0.065,0.0,0.0,2019,tariff_bcoverage,90.0,Mozambique,508,508,Mozambique,MOZ,MOZ,MZ,Mozambique,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Maputo,32.5713,-25.9664
Myanmar,0.031,0.012,0.040999999999999995,0.028999999999999998,0.06,2019,tariff_applied,,,,,Myanmar,MMR,MMR,MM,Myanmar,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Naypyidaw,95.9562,21.914
Myanmar,0.01655195860462442,0.007647969924812032,0.01929811897640412,0.008014285714285713,0.033006333830104324,2019,tariff_rta,,,,,Myanmar,MMR,MMR,MM,Myanmar,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Naypyidaw,95.9562,21.914
Myanmar,11967203.73198,112539.23000000001,801841.59,4121360.51,6931462.401980001,2019,export,,,,,Myanmar,MMR,MMR,MM,Myanmar,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Naypyidaw,95.9562,21.914
Myanmar,0.414,0.3,0.6659999999999999,0.3,,2019,tariff_bound,91.0,Myanmar,104,104,Myanmar,MMR,MMR,MM,Myanmar,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Naypyidaw,95.9562,21.914
Myanmar,0.5579999999999999,1.0,0.441,0.6,0.0,2019,tariff_bcoverage,91.0,Myanmar,104,104,Myanmar,MMR,MMR,MM,Myanmar,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,IDA,Naypyidaw,95.9562,21.914
Namibia,0.027000000000000003,0.0,0.051,0.0,0.10800000000000001,2019,tariff_applied,,,,,Namibia,NAM,NAM,NA,Namibia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Windhoek,17.0931,-22.5648
Namibia,0.015519233230926778,0.0,0.02114010989010989,0.0,0.027671312427409986,2019,tariff_rta,,,,,Namibia,NAM,NAM,NA,Namibia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Windhoek,17.0931,-22.5648
Namibia,34014536.391513996,577698.049793,631001.259985,2744242.991331,30061594.090405,2019,export,,,,,Namibia,NAM,NAM,NA,Namibia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Windhoek,17.0931,-22.5648
Namibia,0.185,0.14400000000000002,0.32899999999999996,0.034,0.18100000000000002,2019,tariff_bound,92.0,Namibia,516,516,Namibia,NAM,NAM,NA,Namibia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Windhoek,17.0931,-22.5648
Namibia,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,92.0,Namibia,516,516,Namibia,NAM,NAM,NA,Namibia,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Upper middle income,IBRD,Windhoek,17.0931,-22.5648
Nepal,0.094,0.12,0.095,0.048,0.147,2019,tariff_applied,,,,,Nepal,NPL,NPL,NP,Nepal,South Asia,South Asia,Low income,IDA,Kathmandu,85.3157,27.6939
Nepal,0.21600000000000003,0.261,0.22899999999999998,0.152,0.276,2019,tariff_bound,94.0,Nepal,524,524,Nepal,NPL,NPL,NP,Nepal,South Asia,South Asia,Low income,IDA,Kathmandu,85.3157,27.6939
Nepal,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,94.0,Nepal,524,524,Nepal,NPL,NPL,NP,Nepal,South Asia,South Asia,Low income,IDA,Kathmandu,85.3157,27.6939
New Zealand,0.008,0.0,0.009000000000000001,0.008,0.03,2019,tariff_applied,,,,,New Zealand,NZL,NZL,NZ,New Zealand,East Asia & Pacific,,High income,Not classified,Wellington,174.776,-41.2865
New Zealand,1.875993640699523e-05,0.0,2.6610644257703082e-05,0.0,2.8727770177838573e-05,2019,tariff_rta,,,,,New Zealand,NZL,NZL,NZ,New Zealand,East Asia & Pacific,,High income,Not classified,Wellington,174.776,-41.2865
New Zealand,974510098.0022,159252896.44790003,231728314.1634,468875711.4907,114653175.9002,2019,export,,,,,New Zealand,NZL,NZL,NZ,New Zealand,East Asia & Pacific,,High income,Not classified,Wellington,174.776,-41.2865
New Zealand,0.049,0.0,0.077,0.025,0.11699999999999999,2019,tariff_bound,95.0,New Zealand,554,554,New Zealand,NZL,NZL,NZ,New Zealand,East Asia & Pacific,,High income,Not classified,Wellington,174.776,-41.2865
New Zealand,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,95.0,New Zealand,554,554,New Zealand,NZL,NZL,NZ,New Zealand,East Asia & Pacific,,High income,Not classified,Wellington,174.776,-41.2865
Nicaragua,0.018000000000000002,0.0,0.031,0.001,0.076,2019,tariff_applied,,,,,Nicaragua,NIC,NIC,NI,Nicaragua,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Managua,-86.2734,12.1475
Nicaragua,0.0024966099699938564,0.0,0.006462777777777777,1.9252873563218393e-05,0.0019483016889488072,2019,tariff_rta,,,,,Nicaragua,NIC,NIC,NI,Nicaragua,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Managua,-86.2734,12.1475
Nicaragua,16996149.48,4618754.77,8766231.57,836922.87,2774240.27,2019,export,,,,,Nicaragua,NIC,NIC,NI,Nicaragua,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Managua,-86.2734,12.1475
Nicaragua,0.39299999999999996,0.4,0.39399999999999996,0.384,0.4,2019,tariff_bound,96.0,Nicaragua,558,558,Nicaragua,NIC,NIC,NI,Nicaragua,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Managua,-86.2734,12.1475
Nicaragua,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,96.0,Nicaragua,558,558,Nicaragua,NIC,NIC,NI,Nicaragua,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Lower middle income,IDA,Managua,-86.2734,12.1475
Niger,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Niger,NER,NER,NE,Niger,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Niamey,2.1073,13.514
Niger,0.5,0.5,0.552,0.465,0.392,2019,tariff_bound,97.0,Niger,562,562,Niger,NER,NER,NE,Niger,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Niamey,2.1073,13.514
Niger,0.95,1.0,0.935,1.0,0.75,2019,tariff_bcoverage,97.0,Niger,562,562,Niger,NER,NER,NE,Niger,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Low income,IDA,Niamey,2.1073,13.514
Nigeria,0.053,0.0,0.061,0.055999999999999994,0.188,2019,tariff_applied,,,,,Nigeria,NGA,NGA,NG,Nigeria,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Abuja,7.48906,9.05804
Nigeria,0.5529999999999999,,0.84,0.41,,2019,tariff_bound,98.0,Nigeria,566,566,Nigeria,NGA,NGA,NG,Nigeria,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Abuja,7.48906,9.05804
Nigeria,0.188,0.0,0.161,0.4,0.0,2019,tariff_bcoverage,98.0,Nigeria,566,566,Nigeria,NGA,NGA,NG,Nigeria,Sub-Saharan Africa ,Sub-Saharan Africa (excluding high income),Lower middle income,Blend,Abuja,7.48906,9.05804
North Macedonia,0.013000000000000001,0.012,0.009000000000000001,0.002,0.069,2019,tariff_applied,,,,,North Macedonia,MKD,MKD,MK,North Macedonia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Skopje,21.4361,42.0024
North Macedonia,0.0006024096385542168,0.0,0.0019230769230769232,0.0,0.0,2019,tariff_rta,,,,,North Macedonia,MKD,MKD,MK,North Macedonia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Skopje,21.4361,42.0024
North Macedonia,127146141.1641,104206236.441,1403116.8996000001,13091883.1838,8444904.639700001,2019,export,,,,,North Macedonia,MKD,MKD,MK,North Macedonia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Skopje,21.4361,42.0024
North Macedonia,0.015,0.013000000000000001,0.012,0.002,0.075,2019,tariff_bound,99.0,North Macedonia,807,807,North Macedonia,MKD,MKD,MK,North Macedonia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Skopje,21.4361,42.0024
North Macedonia,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,99.0,North Macedonia,807,807,North Macedonia,MKD,MKD,MK,North Macedonia,Europe & Central Asia,Europe & Central Asia (excluding high income),Upper middle income,IBRD,Skopje,21.4361,42.0024
Norway,0.006,0.0,0.017,0.0,0.0,2019,tariff_applied,,,,,Norway,NOR,NOR,NO,Norway,Europe & Central Asia,,High income,Not classified,Oslo,10.7387,59.9138
Norway,0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,Norway,NOR,NOR,NO,Norway,Europe & Central Asia,,High income,Not classified,Oslo,10.7387,59.9138
Norway,1316708314.52111,522276847.534696,394937084.14384204,273146775.384678,126347607.45789601,2019,export,,,,,Norway,NOR,NOR,NO,Norway,Europe & Central Asia,,High income,Not classified,Oslo,10.7387,59.9138
Norway,0.035,0.0,0.077,0.002,0.043,2019,tariff_bound,100.0,Norway,578,578,Norway,NOR,NOR,NO,Norway,Europe & Central Asia,,High income,Not classified,Oslo,10.7387,59.9138
Norway,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,100.0,Norway,578,578,Norway,NOR,NOR,NO,Norway,Europe & Central Asia,,High income,Not classified,Oslo,10.7387,59.9138
Oman,0.027000000000000003,0.0,0.03,0.046,0.05,2019,tariff_applied,,,,,Oman,OMN,OMN,OM,Oman,Middle East & North Africa,,High income,Not classified,Muscat,58.5874,23.6105
Oman,0.0,0.0,0.0,0.0,0.0,2019,tariff_rta,,,,,Oman,OMN,OMN,OM,Oman,Middle East & North Africa,,High income,Not classified,Muscat,58.5874,23.6105
Oman,0.055,0.0,0.062,0.073,0.083,2019,tariff_bound,101.0,Oman,512,512,Oman,OMN,OMN,OM,Oman,Middle East & North Africa,,High income,Not classified,Muscat,58.5874,23.6105
Oman,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,101.0,Oman,512,512,Oman,OMN,OMN,OM,Oman,Middle East & North Africa,,High income,Not classified,Muscat,58.5874,23.6105
Pakistan,0.1,0.109,0.134,0.036000000000000004,0.131,2019,tariff_applied,,,,,Pakistan,PAK,PAK,PK,Pakistan,South Asia,South Asia,Lower middle income,Blend,Islamabad,72.8,30.5167
Pakistan,0.06256736596736596,0.06223958333333333,0.07479602396514162,0.022267206477732795,0.08613910445922641,2019,tariff_rta,,,,,Pakistan,PAK,PAK,PK,Pakistan,South Asia,South Asia,Lower middle income,Blend,Islamabad,72.8,30.5167
Pakistan,943724126.0,192495065.0,303253250.0,373704292.0,74271519.0,2019,export,,,,,Pakistan,PAK,PAK,PK,Pakistan,South Asia,South Asia,Lower middle income,Blend,Islamabad,72.8,30.5167
Pakistan,0.61,0.604,0.659,0.5660000000000001,0.579,2019,tariff_bound,102.0,Pakistan,586,586,Pakistan,PAK,PAK,PK,Pakistan,South Asia,South Asia,Lower middle income,Blend,Islamabad,72.8,30.5167
Pakistan,0.988,1.0,0.968,1.0,1.0,2019,tariff_bcoverage,102.0,Pakistan,586,586,Pakistan,PAK,PAK,PK,Pakistan,South Asia,South Asia,Lower middle income,Blend,Islamabad,72.8,30.5167
Panama,0.016,0.0,0.022000000000000002,0.013000000000000001,0.055,2019,tariff_applied,,,,,Panama,PAN,PAN,PA,Panama,Latin America & Caribbean ,,High income,IBRD,Panama City,-79.5188,8.99427
Panama,0.006789216154204303,0.0003333333333333333,0.007045039682539682,0.0053649184149184145,0.01077486201599661,2019,tariff_rta,,,,,Panama,PAN,PAN,PA,Panama,Latin America & Caribbean ,,High income,IBRD,Panama City,-79.5188,8.99427
Panama,29422264.0,27010420.0,198270.0,0.0,2213574.0,2019,export,,,,,Panama,PAN,PAN,PA,Panama,Latin America & Caribbean ,,High income,IBRD,Panama City,-79.5188,8.99427
Panama,0.127,0.0,0.10400000000000001,0.22399999999999998,0.17,2019,tariff_bound,104.0,Panama,591,591,Panama,PAN,PAN,PA,Panama,Latin America & Caribbean ,,High income,IBRD,Panama City,-79.5188,8.99427
Panama,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,104.0,Panama,591,591,Panama,PAN,PAN,PA,Panama,Latin America & Caribbean ,,High income,IBRD,Panama City,-79.5188,8.99427
Papua New Guinea,0.008,0.0,0.005,0.0,0.068,2019,tariff_applied,,,,,Papua New Guinea,PNG,PNG,PG,Papua New Guinea,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Port Moresby,147.194,-9.47357
Papua New Guinea,0.20800000000000002,0.11,0.252,0.174,0.341,2019,tariff_bound,105.0,Papua New Guinea,598,598,Papua New Guinea,PNG,PNG,PG,Papua New Guinea,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Port Moresby,147.194,-9.47357
Papua New Guinea,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,105.0,Papua New Guinea,598,598,Papua New Guinea,PNG,PNG,PG,Papua New Guinea,East Asia & Pacific,East Asia & Pacific (excluding high income),Lower middle income,Blend,Port Moresby,147.194,-9.47357
Paraguay,0.07400000000000001,0.075,0.1,0.023,0.13,2019,tariff_applied,,,,,Paraguay,PRY,PRY,PY,Paraguay,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Asuncion,-57.6362,-25.3005
Paraguay,0.06627363211092346,0.07076478787878787,0.0826053382891618,0.018295000000000002,0.07666666666666666,2019,tariff_rta,,,,,Paraguay,PRY,PRY,PY,Paraguay,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Asuncion,-57.6362,-25.3005
Paraguay,136810346.0,38870482.0,87095842.0,665915.0,10178107.0,2019,export,,,,,Paraguay,PRY,PRY,PY,Paraguay,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Asuncion,-57.6362,-25.3005
Paraguay,0.275,0.16399999999999998,0.32899999999999996,0.256,0.35,2019,tariff_bound,106.0,Paraguay,600,600,Paraguay,PRY,PRY,PY,Paraguay,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Asuncion,-57.6362,-25.3005
Paraguay,1.0,1.0,1.0,1.0,1.0,2019,tariff_bcoverage,106.0,Paraguay,600,600,Paraguay,PRY,PRY,PY,Paraguay,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Asuncion,-57.6362,-25.3005
Peru,0.021,0.027000000000000003,0.023,0.004,0.052000000000000005,2019,tariff_applied,,,,,Peru,PER,PER,PE,Peru,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Lima,-77.0465,-12.0931
Peru,0.0019661491954908986,0.0031096491228070166,0.0019671457042349065,4.124579124579125e-05,0.0021022153684889535,2019,tariff_rta,,,,,Peru,PER,PER,PE,Peru,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Lima,-77.0465,-12.0931
Peru,214513074.634,46868748.132,118924160.32200001,7102920.71,41617245.47,2019,export,,,,,Peru,PER,PER,PE,Peru,Latin America & Caribbean ,Latin America & Caribbean (excluding high income),Upper middle income,IBRD,Lima,-77.0465,-12.0931
